"isbn","titulo","inicial_titulo","autor","editorial","anio de publicacion","numero de paginas","idioma","generos palabras clave","Dewey","Cutte Sanborn","rotulo unica","comentarios"
"9780811857116","On an Island with Gauguin","o","Merberg, Julie; Bober, Suzanne","CHRONICLE BOOKS LLC","2007","22","IN ","Arte; Postimpresionismo; Pintura; Infantil.","759.4","M552","759.4 M552o","x"
"9780811855051","Painting With Picasso (Mini Masters, 6)","p","Bober, Suzanne; Bober, Suzanne","CHRONICLE BOOKS LLC","2006","20","IN ","Arte; Cubismo; Pintura; Infantil.","759.6","B663","759.6 B663p","x"
"9780811855044","Quiet Time with Cassatt (Mini Masters, 5)","q","Bober, Suzanne; Bober, Suzanne","CHRONICLE BOOKS LLC","2006","20","IN ","Arte; Impresionismo; Pintura; Infantil.","813.6","B663","813.6 B663q","x"
"9780822530183","Sea Lions (Early Bird Nature)","s","Staub, Frank J.","LEARNER","2000","47","IN ","Leones marinos; Mamíferos marinos; Zoología.","599.7","St798","599.7 St798s","x"
"9780811847575","Sharing with Renoir (Mini Masters, 4)","s","Merberg, Julie; Bober, Suzanne","CHRONICLE BOOKS LLC","2005","20","IN ","Arte; Impresionismo; Pintura; Infantil.","813.6","M552","813.6 M552s","x"
"9781590841808","Sports for All (Junior Adventure)","s","Coupe, Robert","MASON CREST","2003","31","IN ","Deportes; Educación física; Recreación.","796.0","C856","796.0 C856s","x"
"9780811847582","Sunday with Seurat (Mini Masters, 8)","s","Bober, Suzanne; Bober, Suzanne","CHRONICLE BOOKS LLC","2005","14","IN ","Arte; Puntillismo; Pintura; Infantil.","700.9","B663","700.9 B663s","x"
"9788426134912","Tres osos (Spanish Edition)","t","Wrigth, Cliff","EDITORIAL JUVENTUD","2006","30","ES ","Cuentos clásicos; Osos; Literatura infantil.","823.9","W954","823.9 W954t","x"
"9780618998517","Tweak Tweak","t","Bunting, Eve; Ruzzier, Sergio","CLARON BOOKS","2011","40","IN ","Elefantes; Ficción infantil; Relación madre-hijo.","813.0","B942","813.0 B942t","x"
"9789585281233","Vaquita: Explorando la magia de la vida y el valor de la amistad junto a una mascota especial (Spanish Edition)","v","Linares, José Antonio; ., Valerio","GINESTA EDITORIAL","2020","87","ES ","Amistad; Mascotas; Ficción infantil.","863.6","L735","863.6 L735v","x"
"9781580870085","Viajes Por Agua (Discovery Library) (Spanish Edition)","v","Oxlade, Chris","STAMPLEY","1998","32","ES ","Transporte marítimo; Barcos; Historia.","387.2","Ox98","387.2 Ox98v","x"
"9781465418555","Vikings","v","Love, Carrie; Mack, Lorrie","PENGUIN RANDOM HOUSE ","2007","53","IN ","Historia; Vikingos; Cultura nórdica.","948.0","L897","948.0 L897v","x"
"9780679886365","Who Are You, Sue Snue?","w","Rabe, Tish; Seuss, Dr.; Brannon, Tom; Ryan, Will","RANDOM HOUSE ","1997","42","IN ","Ficción infantil; Dr. Seuss; Rima.","813.5","R114","813.5 R114w","x"
"8422601648","Cien Años de Soledad ","c","Garcia, Gabriel Marquez","Circulo de Lectores","1975","349","ES","Literatura colombiana; Realismo mágico; Novela.","863.6","G216","863.6 G216c","x"
"9589004288","Geografía Humana de Colombia - Región de la Orinoquia","g","Romero, María Eugenia Moreno; Castro, Luz Marina Aguedelo; Muriel, Amparo Bejarano","Giro editores LTDA","1993","316","ES","Geografía humana; Colombia; Orinoquia; Etnografía.","304.2","R763","304.2 R763g","x"
"978958691623","English, Please! 2 - Teacher's Guide","e","Ruge, Nathalie; Briggs, Maya; Speranza, Helen; Calle, Luzkarime; Pérez Yuddy; Urueña, Paola; otros autores.","Imprenta nacional de Colombia","2014","211","IN","ESL; Enseñanza del inglés; Guía del docente; Educación secundaria.","428.24","R928","428.24 R928e","x"
"9789586916523","English, Please! 3 - Teacher's Guide","e","Ruge, Nathalie; Briggs, Maya; Speranza, Helen; Calle, Luzkarime; Pérez Yuddy; Urueña, Paola; otros autores.","Imprenta nacional de Colombia","2014","211","IN","ESL; Enseñanza del inglés; Guía del docente; Educación secundaria.","428.24","R928","428.24 R928e","x"
"9789586916516","English, Please! 2 - Student's Book","e","Ruge, Nathalie; Briggs, Maya; Speranza, Helen; Calle, Luzkarime; Pérez Yuddy; Urueña, Paola; otros autores.","Imprenta nacional de Colombia","2014","207","IN","ESL; Inglés para estudiantes; Libro de texto; Educación secundaria.","428.24","R928","428.24 R928e","x"
"9789586916189","English, Please! 3 - Student's Book","e","Ruge, Nathalie; Briggs, Maya; Speranza, Helen; Calle, Luzkarime; Pérez Yuddy; Urueña, Paola; otros autores.","Imprenta nacional de Colombia","2014","207","IN","ESL; Inglés para estudiantes; Libro de texto; Educación secundaria.","428.24","R928","428.24 R928e","x"
"9788479429072","¡Qué princesa tan golosa! (Librosaurio) (Spanish Edition)","q","Jaquet, Gertie","COMBEL EDITORIAL","2011","32","ES","Cuentos de princesas; Humor; Ficción infantil.","468.0","J36","468.0 J36q","x"
"9780375868238","A Crazy Day With Cobras (Magic Tree House, #45)","a","Osborne, Mary Pope; Murdocca, Salvatore","RANDOM HOUSE","2011","112","IN","Viajes en el tiempo; India; Cobras; Ficción infantil.","813.6","Os81","813.6 Os81a","x"
"9780375868269","A Perfect Time for Pandas (Magic Tree House, #48)","a","Osborne, Mary Pope; Murdocca, Salvatore","RANDOM HOUSE","2012","128","IN","Viajes en el tiempo; China; Pandas; Ficción infantil.","813.5","Os81","813.5 Os81a","x"
"9780803732339","Adventure Annie Goes to Work","a","Buzzeo, Toni; Wummer, Amy","DIAL BOOKS","2009","32","IN","Libros álbum; Trabajo de oficina; Humor; Ficción infantil.","813","B992","813 B992a","x"
"9780553510867","Balto of the Blue Dawn (Merlin Missions, #26)","b","Osborne, Mary Pope; Murdocca, Salvatore","RANDOM HOUSE","2016","128","IN","Perros de trineo; Alaska; Historia; Aventura infantil.","813.6","Os81","813.6 Os81b","x"
"9780375830334","Carnival at Candlelight (Merlin Missions, #5)","c","Osborne, Mary Pope; Murdocca, Salvatore","RANDOM HOUSE","2006","128","IN","Venecia; Carnaval; Magia; Fantasía infantil.","823.9","Os81","823.9 Os81c","x"
"9780060580810","Cookies: Bite-Size Life Lessons – A Delightful Picture Book Dictionary for Kids about Fairness and Cooperation","c","Rosenthal, Amy Krouse; Dyer, Jane","HARPERCOLLINS","2006","40","IN","Valores; Cooperación; Diccionario ilustrado; Ficción infantil.","179.9","R815","179.9 R815c","x"
"9789583019128","Dafne. La ninfa que se convirtio en laurel (Mitos para niÃ±os) (Mitos Para Nios)","d","Montes, Monica","PANAMERICANA EDITORIAL","2006","44","ES","Mitología griega; Metamorfosis; Cuentos infantiles.","292.1","M779","292.1 M779d","x"
"9781423114109","Elephants Cannot Dance! (Elephant & Piggie, #9)","e","Willems, Mo","HYPERION BOOKS","2009","57","IN","Humor; Amistad; Elefante y Cerdita; Ficción infantil.","813.6","W699","813.6 W699e","x"
"9780060283513","Emma's Strange Pet (I Can Read Level 3)","e","Little, Jean; Plecas, Jennifer","HARPERCOLLINS","2003","64","IN","Mascotas; Adopción; Lagartijas; Literatura juvenil.","428.6","L778","428.6 L778e","x"
"9780395544341","Five Little Monkeys Sitting in a Tree (A Five Little Monkeys Story)","f","Christelow, Eileen","CLARION BOOKS","1991","32","IN","Canción infantil; Monos; Cocodrilos; Ficción infantil.","398.8","C554","398.8 C554f","x"
"9780439881678","Fun Dog, Sun Dog","f","Heiligman, Deborah","SCHOLASTIC","2006","32","IN","Rimas; Perros; Mascotas; Ficción infantil.","813.6","H466","813.6 H466f","x"
"9780375825217","Haunted Castle on Hallows Eve (Merlin Missions, #2)","h","Osborne, Mary Pope; Murdocca, Sal","RANDOM HOUSE","2003","144","IN","Castillo embrujado; Halloween; Fantasía infantil.","813.5","Os81","813.5 Os81h","x"
"9789583020025","Heracles: Doce aÃ±os tras la inmortalidad (Mitos Y Leyendas / Myths and Legends) (Spanish Edition)","h","Silva, Gabriel; Acosta, Patricia","PANAMERICANA EDITORIAL","2006","60","ES","Mitología griega; Hércules; Héroes; Cuentos infantiles.","398.2","Si586","398.2 Si586h","x"
"9780618646425","Just Grace (Just Grace, #1)","j","Harper, Charise Mericle","HOUGHTON MIFFLIN","2007","160","IN","Ficción escolar; Relaciones familiares; Humor infantil.","813.6","H293","813.6 H293j","x"
"9780618959570","Just Grace Goes Green (Just Grace, #4)","j","Harper, Charise Mericle","HOUGHTON MIFFLIN","2009","176","IN","Ecología; Reciclaje; Escuela; Ficción infantil.","813.6","H293","813.6 H293j","x"
"9788498252422","Los argonautas (Caballo mitológico) (Spanish Edition)","l","Jané, Albert; Espluga, M.","COMBEL EDITORIAL","2007","34","ES","Mitología griega; Jasón; Vellocino de oro; Aventura.","398.2","J33","398.2 J33l","x"
"9788498252415","Los viajes de Perseo (Caballo mitológico) (Spanish Edition)","l","Jané, Albert; Batet, M.","COMBEL EDITORIAL","2007","34","ES","Mitología griega; Medusa; Perseo; Héroes clásicos.","398.2","J33","398.2 J33l","x"
"9789702215097","Mi primer Larousse de leyendas de la mitologia/ My First Larousse of Legends and Mythology (Spanish Edition)","m","Garcia, Tomas","LAROUSSE","2006","160","ES","Mitología mundial; Leyendas; Enciclopedia infantil.","398.2","G216","398.2 G216m","x"
"9780516060408","Monkeys Are a Lot Like Us (Rookie Read-About Science)","m","Fowler, Allan","CHILDREN'S PRESS","1995","32","IN","Primates; Zoología; Ciencia para niños.","599.8","F785","599.8 F785m","x"
"9781606130278","Pay Attention, Emily Brown!","p","Burton, Linda; Burton, Carl","STAR BRIGHT BOOKS","2011","32","IN","Trastorno por déficit de atención; Inclusión; Ficción infantil.","204.0","B974","204.0 B974p","x"
"9789583015724","Psique: La Princesa Que Atrap a Cupido (Spanish Edition)","p","Linares, Jairo; Silva, Fabio","PANAMERICANA EDITORIAL","2005","48","ES","Mitología griega; Amor y Psique; Eros; Cuentos infantiles.","292.1","L735","292.1 L735p","x"
"9780375923807","Sabertooths and the Ice Age (Magic Tree House Research Guides)","s","Osborne, Mary Pope; Boyce, Natalie Pope; Murdocca, Salvatore","RANDOM HOUSE","2002","128","IN","Edad de Hielo; Dientes de sable; Paleontología infantil.","560.1","Os81","560.1 Os81s","x"
"9780375830310","Season of the Sandstorms (Merlin Missions, #34)","s","Osborne, Mary Pope; Murdocca, Sal","RANDOM HOUSE","2005","128","IN","Bagdad antiguo; Desierto; Magia; Aventura infantil.","813.5","Os81","34","x"
"9780553510812","Shadow of the Shark (Magic Tree House, #53)","s","Osborne, Mary Pope","RANDOM HOUSE","2015","112","IN","Tiburones; Cozumel; Mayas; Historia; Ficción infantil.","813.6","Os81","813.6 Os81s","x"
"9780789206930","Snow White and the Seven Dwarfs: A Fairy Tale by the Brothers Grimm (Little Pebbles)","s","Deru, Myriam","ABBAS KIDS","2001","32","IN","Cuento de hadas; Clásicos infantiles; Blancanieves.","398.2","D438","398.2 D438s","x"
"9781585368532","Stella Batts: None of Your Beeswax","s","Sheinmel, Courtney","SLEEPING BEAR PRESS","2012","144","IN","Escuela; Amistad; Diarios; Ficción infantil.","504.0","Sh543","504.0 Sh543s","x"
"9780794518226","Stories of Cowboys (Usborne Young Reading Series 1)","s","Punter, Russell; Fiorin, Fabiano","USBORNE PUBLISHING","2007","48","IN","Lejano Oeste; Vaqueros; Primeros lectores; Aventuras.","823.9","P984","823.9 P984s","x"
"9780375827358","Summer of the Sea Serpent (Merlin Missions, #3)","s","Osborne, Mary Pope; Murdocca, Sal","RANDOM HOUSE","2004","128","IN","Mitología nórdica; Serpiente marina; Fantasía infantil.","813.6","Os81","813.6 Os81s","x"
"9781567663068","The Child's World of Self-Control","t","Gambill, Henrietta; Ann, Mechelle","CHILD'S WORLD","1996","32","IN","Autocontrol; Conducta; Emociones; Valores infantiles.","179.9","G191","179.9 G191t","x"
"9780516227498","The Four Oceans (Rookie Read-About Geography)","t","Mara, Wil; Vargus, Nanci R.","CHILDREN'S PRESS","2002","32","IN","Océanos; Mares; Ecología marina; Geografía infantil.","551.4","M298","551.4 M298t","x"
"9780746096963","The Minotaur (Usborne Young Reading 1)","t","Punter, Russell","USBORNE PUBLISHING","2009","48","IN","Mitología griega; Teseo; Minotauro; Laberinto.","823.9","P984","823.9 P984t","x"
"9780794519469","The Three Musketeers (Usborne Young Reading 3)","t","Levene, Rebecca; Tavares, Victor","USBORNE PUBLISHING","2007","64","IN","Alejandro Dumas; Francia; Adaptación clásica; Ficción infantil.","823.9","L657","823.9 L657t","x"
"9781423102953","Today I Will Fly! (Elephant & Piggie, #1)","t","Willems, Mo","HYPERION BOOKS","2007","57","IN","Humor; Elefante y Cerdita; Sueños; Ficción infantil.","813.6","W699","813.6 W699t","x"
"9781423199571","Waiting Is Not Easy! (Elephant & Piggie, #22)","w","Willems, Mo","HYPERION BOOKS","2014","57","IN","Paciencia; Amistad; Elefante y Cerdita; Fictión infantil.","813.6","W699","813.6 W699w","x"
"9780516060064","We Love Fruit! (Rookie Read-About Science)","w","Robinson, Fay","CHILDREN'S PRESS","1994","32","IN","Frutas; Nutrición; Alimentación; Botánica infantil.","641.3","R659","641.3 R659w","x"
"9780375827365","Winter of the Ice Wizard (Merlin Missions, #4)","w","Osborne, Mary Pope; Murdocca, Sal","RANDOM HOUSE","2004","128","IN","Hechicero de hielo; Mitología nórdica; Fantasía infantil.","813.6","Os81","813.6 Os81w","x"
"9781484729601","Alice Through the Looking Glass: A Matter of Time","a","Jablonski, Carla; Mosqueda, Olga T.; Wu, Vivien; Tuzon, Richard; Thomas, Jeff","DISNEY PRESS","2016","128","IN","Adaptación cinematográfica; Viajes en el tiempo; Fantasía.","425.0","J11","425.0 J11a","x"
"9781782300243","DIXIE O'DAY: UP, UP AND AWAY!","d","Hughes, Shirley; Vulliamy, Clara","BODLEY HEAD","2014","144","IN","Perros; Automóviles; Humor; Aventuras de animales.","823.9","H894","823.9 H894d","x"
"9781560657699","Flowers (Pebble Books)","f","Saunders-Smith, Gail","PEBBLE BOOKS","1998","24","IN","Botánica; Flores; Plantas; Ciencias naturales.","575.6","Sa257","575.6 Sa257f","x"
"9788468349497","GEMELAS","g","Tort, Maria Palet","EDITORIAL EDEBÉ","2020","32","ES","Hermanas; Identidad; Familia; Literatura infantil.","863.6","T699","863.6 T699g","x"
"9780736439206","Ghost Hunt! (Disney Frozen) (Step into Reading, Step 1)","g","Lagonegro, Melissa; Company, Walt Disney","RH DISNEY","2018","32","IN","Disney Frozen; Fantasmas; Primeros lectores; Aventuras.","428.6","L177","428.6 L177g","x"
"9780307980496","High Time for Heroes (Magic Tree House Merlin Mission #23)","h","Osborne, Mary Pope; Murdocca, Salvatore","RANDOM HOUSE","2014","144","IN","Florence Nightingale; Egipto; Historia; Ficción infantil.","813.5","Os81","813.5 Os81h","x"
"9780307980458","Hurry Up, Houdini! (Magic Tree House #50)","h","Osborne, Mary Pope; Murdocca, Salvatore","RANDOM HOUSE","2013","128","IN","Harry Houdini; Ilusionismo; Magia; Ficción infantil.","813.6","Os81","813.6 Os81h","x"
"9788495939708","Las aventuras de Ulises","l","Philip, Neil; Malone, Peter; Brugues, Berta Julia","EDITORIAL DIÁLOGO","2004","144","ES","Mitología griega; La Odisea; Homero; Viajes épicos.","883.0","P549","883.0 P549l","x"
"9780836837162","Life Cycles (Everyday Science)","l","Riley, Peter","GARETH STEVENS","2003","32","IN","Ciclos de vida; Animales; Plantas; Biología elemental.","571.8","R573","571.8 R573l","x"
"9781580870009","Looking at Space","l","Glover, David; Trotter, Stuart","SOUTHWATER","2000","32","IN","Sistema solar; Estrellas; Astronomía para niños.","520.0","G566","520.0 G566l","x"
"9780590967860","Scholastic First Dictionary","s","Levey, Judith","SCHOLASTIC","1998","240","IN","Diccionario escolar; Vocabulario; Referencia infantil.","423.1","L663","423.1 L663s","x"
"9780753454732","Science (Curious Kids Guides)","s","Taylor, Barbara","KINGFISHER","2002","40","IN","Física; Química; Experimentos; Ciencias generales.","500.0","T238","500.0 T238s","x"
"9780307980533","Soccer on Sunday (Magic Tree House, #52)","s","Osborne, Mary Pope; Murdocca, Sal","RANDOM HOUSE","2014","128","IN","Fútbol; Pelé; México 1970; Deportes; Ficción infantil.","813.5","Os81","813.5 Os81s","x"
"9781585369195","Stella Batts: Scaredy Cat","s","Sheinmel, Courtney; Bell, Jennifer A.","SLEEPING BEAR PRESS","2014","124","IN","Ficción escolar; Superación de miedos; Amistad.","813.6","Sh543","813.6 Sh543s","x"
"9781585368556","Stella Batts: Superstar","s","Sheinmel, Courtney; Sheinmel, Courtney","SLEEPING BEAR PRESS","2012","128","IN","Fama; Teatro escolar; Relaciones; Ficción infantil.","421.0","Sh543","421.0 Sh543s","x"
"9780307463340","The Magic Apple (Step-Into-Reading, Step 3)","t","Demas, Corinne","RANDOM HOUSE","2012","48","IN","Manzana mágica; Cuento moral; Primeros lectores.","398.2","D372","398.2 D372t","x"
"9780822562115","Un Día Lluvioso (Mi Primer Paso al Mundo Real: Tiempo)","u","Nelson, Robin","LERNER PUBLISHING","2006","24","ES","Lluvia; Estaciones; El clima; Meteorología infantil.","551.57","N429","551.57 N429u","x"
"9780822562092","Un Dia Nublado","u","Nelson, Robin","LERNER PUBLISHING","2006","24","ES","Nubes; Atmósfera; El clima; Meteorología infantil.","551.5","N429","551.5 N429u","x"
"9780822562139","Un Dia Soleado (Mi Primer Paso Al Mundo Real: Tiempo)","u","Nelson, Robin","LERNER PUBLISHING","2006","24","ES","Sol; Luz; Calor; El clima; Meteorología infantil.","551.5","N429","551.5 N429u","x"
"9780241001790","""Economist"" Style Guide (""Economist"" Books)","e","Economist, The","PENGUIN BOOKS","2015","272","IN","Redacción; Periodismo; Manuales de estilo; Idioma inglés.","808.0","Ec19","808.0 Ec19e","x"
"9780205141746","A History of Psychology: Ideas and Context","a","King, D. Brett; Viney, Wayne","PEARSON","2013","544","IN","Historia de la psicología; Escuelas psicológicas; Filosofía de la mente.","150.9","K52","150.9 K52a","x"
"9781416604235","Activating the Desire to Learn","a","Sullo, Bob","ASCD","2006","161","IN","Motivación estudiantil; Psicología educativa; Práctica docente.","370.1","Su952","370.1 Su952a","x"
"9781416627074","All Learning Is Social and Emotional: Helping Students Develop Essential Skills for the Classroom and BeyondED","a","Frey, Nancy; Fisher, Douglas; Smith, Dominique","ASCD","2019","175","IN","Aprendizaje socioemocional; Inteligencia emocional; Psicología educativa.","370.1","F893","370.1 F893a","x"
"9781416614401","Assignments Matter: Making the Connections That help Students Meet Standards","a","Dougherty, Eleanor","ASCD","2012","177","IN","Planificación educativa; Evaluación académica; Métodos de enseñanza.","371.1","D732","371.1 D732a","x"
"9781416620624","Better Than Carrots or Sticks: Restorative Practices for Positive Classroom Management","b","Smith, Dominique; Fisher, Douglas; Frey, Nancy","ASCD","2015","163","IN","Disciplina escolar; Control de aula; Prácticas restaurativas.","371.1","Sm645","371.1 Sm645b","x"
"9781416610670","Brain Matters: Translating Research into Classroom Practice","b","Wolfe, Patricia","ASCD","2010","220","IN","Neuroeducación; Cerebro; Procesos de aprendizaje; Pedagogía.","370.1","W855","370.1 W855b","x"
"9781608680733","Brain Power: Improve Your Mind as You Age","b","Gelb, Michael J.; Howell, Kelly; Buzan, Tony","NEW WORLD LIBRARY","2012","288","IN","Cognición; Neuroplasticidad; Envejecimiento saludable; Autoayuda.","155.6","G314","155.6 G314b","x"
"9780979777745","Brain Rules: 12 Principles for Surviving and Thriving at Work, Home, and School","b","Medina, John","PEAR PRESS","2008","304","IN","Neuropsicología; Funciones ejecutivas; Aprendizaje; Estilo de vida.","612.8","M491","612.8 M491b","x"
"9780742523814","Comparative Education: The Dialectic of the Global and the Local","c","Arnove, Robert F.; Torres, Carlos Alberto","ROWMAN & LITTLEFIELD","2007","444","IN","Educación comparada; Política educativa; Globalización; Sociología.","370.9","Ar766","370.9 Ar766c","x"
"9780470486788","Finding Mrs. Warnecke: The Difference Teachers Make","f","Rigsbee, Cindi; Miller, Donalyn","JOSSEY-BASS","2010","208","IN","Biografías de profesores; Vocación docente; Práctica pedagógica.","371.1","R572","371.1 R572f","x"
"9781579224622","From Brain to Mind: Using Neuroscience to Guide Change in Education","f","Zull, James E.","STYLUS PUBLISHING","2011","314","IN","Neurociencias cognitivas; Psicología del aprendizaje; Neuroeducación.","612.8","Z94","612.8 Z94f","x"
"9781416606086","Getting to ""Got It!"": Helping Struggling Students Learn How to Learn","g","Garner, Betty K.","ASCD","2007","140","IN","Dificultades de aprendizaje; Estrategias de estudio; Pedagogía cognitiva.","370.1","G234","370.1 G234g","x"
"9780865304574","If You Don't Feed the Teachers They Eat the Students!: Guide to Success for Administrators and Teachers","i","Connors, Neila A.; Streams, Jennifer J.","INCENTIVE PUBLICATIONS","2000","160","IN","Administración escolar; Clima organizacional; Liderazgo pedagógico.","371.2","C752","371.2 C752i","x"
"9781416607687","Improving Student Learning One Principal at a Time","i","Pollock, Jane E.; Ford, Sharon M.","ASCD","2009","154","IN","Directores de escuela; Administración escolar; Liderazgo institucional.","371.2","P776","371.2 P776i","x"
"9781416605201","Improving Student Learning One Teacher at a Time","i","Pollock, Jane E.","ASCD","2007","137","IN","Desempeño docente; Evaluación de clase; Métodos de enseñanza.","371.1","P776","371.1 P776i","x"
"9780062020703","inGenius: A Crash Course on Creativity","i","Seelig, Tina","HARPERONE","2012","224","IN","Creatividad; Innovación; Resolución de problemas; Pensamiento lateral.","153.3","Se452","153.3 Se452i","x"
"9781416608080","Leading Change in Your School: How to Conquer Myths, Build Commitment, and Get Results","l","Reeves, Douglas B.","ASCD","2009","224","IN","Innovación educativa; Gestión del cambio; Administración escolar.","371.2","R332","371.2 R332l","x"
"9781416614418","Learning Targets: Helping Students Aim for Understanding in Today's Lesson","l","Moss, Connie M.; Brookhart, Susan","ASCD","2012","218","IN","Planificación de clases; Currículo; Evaluación formativa.","371.3","M913","371.3 M913l","x"
"9780803964129","Local Control and Accountability: How to Get It, Keep It, and Improve School Performance","l","Sagor, Richard D.","CORWIN PRESS","1996","168","IN","Administración escolar; Calidad educativa; Evaluación de escuelas.","379.1","Sa129","379.1 Sa129l","x"
"9781416622079","Making Teachers Better, Not Bitter: Balancing Evaluation, Supervision, and Reflection for Professional Growth","m","Frontier, Tony; Mielke, Paul","ASCD","2016","197","IN","Evaluación docente; Supervisión escolar; Desarrollo profesional.","370.7","F935","370.7 F935m","x"
"9780415228855","Managing International Schools","m","Blandford, Sonia; Shaw, Marian","ROUTLEDGE","2001","224","IN","Escuelas internacionales; Administración educativa; Gestión multicultural.","371.2","B642","371.2 B642m","x"
"9781416604624","Managing Your Classroom with Heart: A Guide for Nurturing Adolescent Learners","m","Ridnouer, Katy","ASCD","2006","173","IN","Control de aula; Educación secundaria; Psicología del adolescente.","371.1","R546","371.1 R546m","x"
"9781416615286","Never Underestimate Your Teachers: Instructional Leadership for Excellence in Every Classroom","n","Jackson, Robyn R.","ASCD","2013","182","IN","Liderazgo pedagógico; Directores de escuela; Supervisión docente.","371.2","J13","371.2 J13n","x"
"9781416607571","Never Work Harder Than Your Students & Other Principles of Great Teaching","n","Jackson, Robyn R.","ASCD","2009","243","IN","Eficacia docente; Planificación de clases; Métodos de enseñanza.","371.1","J13","371.1 J13n","x"
"9780787964276","Reframing Organizations Artistry, Choice, and Leadership (Jossey Bass Business & Management Series)","r","Bolman, Lee G.; Deal, Terrence E.","JOSSEY-BASS","2003","483","IN","Cambio organizacional; Liderazgo; Administración corporativa.","658.4","B692","658.4 B692r","x"
"9781934355022","Restorative Practices Handbook for Teachers, Disciplinarians and Administrators","r","Costello, Bob; Wachtel, Joshua; Wachtel, Ted","INTERNATIONAL INSTITUTE FOR RESTORATIVE PRACTICES","2009","148","IN","Disciplina escolar; Prácticas restaurativas; Convivencia escolar.","371.5","C841","371.5 C841r","x"
"9781416615064","Role Reversal: Achieving Uncommonly Excellent Results in the Student-Centered Classroom","r","Barnes, Mark","ASCD","2013","166","IN","Educación centrada en el alumno; Innovación pedagógica; Métodos de estudio.","371.1","B261","371.1 B261r","x"
"9781416619901","School Culture Rewired: How to Define, Assess, and Transform It","s","Gruenert, Steve; Whitaker, Todd","ASCD","2015","165","IN","Cultura escolar; Clima institucional; Administración y liderazgo.","371.1","G886","371.1 G886s","x"
"9781416605713","The Art And Science Of Teaching: A Comprehensive Framework For Effective Instruction","t","Marzano, Robert J.","ASCD","2007","221","IN","Práctica pedagógica; Diseño de clases; Evaluación escolar.","371.1","M393","371.1 M393t","x"
"9780143113102","The Brain That Changes Itself: Stories of Personal Triumph from the Frontiers of Brain Science","t","Doidge, Norman","PENGUIN BOOKS","2007","427","IN","Neuroplasticidad; Neurología clínica; Cerebro; Casos médicos.","612.8","D657","612.8 D657t","x"
"9781416622697","The Formative Five: Fostering Grit, Empathy, and Other Success Skills Every Student Needs","t","Hoerr, Thomas R","ASCD","2017","200","IN","Habilidades blandas; Inteligencia emocional; Psicología educativa.","370.1","H694","370.1 H694t","x"
"9780761947493","The New Work of Educational Leaders: Changing Leadership Practice in an Era of School Reform","t","Gronn, Peter","SAGE PUBLICATIONS","2003","192","IN","Liderazgo educativo; Reforma institucional; Directores de escuela.","371.2","G876","371.2 G876t","x"
"9781416621874","The Power of the Adolescent Brain: Strategies for Teaching Middle and High School Students","t","Armstrong, Thomas","ASCD","2016","172","IN","Neuroeducación; Cerebro adolescente; Educación secundaria.","370.1","Ar738","370.1 Ar738t","x"
"9788493973643","MONSTRUO ROSA","m","De Dios, Olga","Apila ediciones ","2013","36","ES","Literatura infantil; Diversidad; Inclusión; Cuentos ilustrados","028.5","D278","028.5 D278m","x"
"9780836863444","The Planets (In the Sky)","t","Rayback, Carol","Gareth Stevens Pub","2005","24","IN","Children's nonfiction; Astronomy; Planets; Solar system","523.4","R265","523.4 R265t","x"
"9780760839201","I Feel Happy (Kid-to-Kid Books)","i","Bryant, Karen Mole ","Sundance","1998","32","IN","Children's fiction; Emotions; Happiness; Interpersonal relations","152.4","B915","152.4 B915i","x"
"9781575421926","Kids Need to Be Safe: A Book for Children in Foster Care (Kids Are Important)","k","Nelso, Julie","Free Spirit Publishing","2005","32","IN","Children's nonfiction; Foster care; Safety; Emotional support","362.7","N424","362.7 N424k","x"
"0698114353","Cookie's Week","c","Ward, Cindy","Puffin Books","1997","32","IN","Children's fiction; Animals; Cats; Days of the week","813.0","W257","813.0 W257c","x"
"0448428474","Water (Penguin Young Readers, Level 2)","w","Neye, Emily ","Penguin Young Readers","2002","32","IN","Children's nonfiction; Science readers; Water cycle; Nature","553.7","N571","553.7 N571w","x"
"0152163603","Our Stars: A Delightful Picture Book About Stars and the Universe for Children (Ages 4-7)","o","Rockwell, Anne","Clarion Books","2002","24","IN","Children's nonfiction; Astronomy; Stars; Outer space","523.8","R684","523.8 R684o","x"
"375812008","Cassie's Word Quilt","c","Ringgold, Faith ","Knopf Books for Young Readers","2002","32","IN","Children's fiction; African American authors; Vocabulary; Quilting","303.0","R581","303.0 R581c","x"
"0064440176","The Case of the Cat's Meow","t","Bonsall, Crosby ","HarperCollins","1978","64","IN","Children's fiction; Mystery; Detective stories; Friendship","813.5","B721","813.5 B721t","x"
"9802571857","Sapo Tiene Miedo: Frog Is Frightened (Spanish Edition)","s","Velthuijs, Max","Ediciones Ekare","2014","28","ES","Literatura infantil; Emociones; Miedo; Amistad","833.9","V445","833.9 V445s","x"
"0690047355","It's too noisy!","i","Cole, Joanna","Thomas Crowell","1989","32","IN","Children's fiction; Humorous stories; Noise; Family life","398.2","C689","398.2 C689i","x"
"0769640516","Tall Tilly, Grades 1 - 2 (Lightning Readers)","t","Powell, Jillian ","Brighter Child","2005","32","IN","Children's fiction; Reading primers; Growth; Humorous stories","823.9","P884","823.9 P884t","x"
